drop
0.031
0
0.046
0.015
0.015
0
0.015
0.015
0.031
0
0.076
0.12
0.14
0.18
0.24
0.092
0.11
0.15
0.15
0.076
0.12
0.11
0.12
0.14
0.076
0.12
0.092
0.11
0.2
0.17
0.14
0.076
0.076
0.092
0
0
0.061
0.015
0.061
0.015
0
0.046
0.015
0.015
0.031
0.03
0.061
0
0.015
0.061
0.015
0
0
0
0
0
0.015
0
0.015
0.03
0
0
0
0
0
0
0
0
0.015
0
0
0.015
0.015
0.015
0.031
0
0
0
0
0
0.015
0
0
0.031
0
0
0.031
0.015
0
0.076
0.046
0.061
0.015
0.015
0.061
0.061
0.046
0.061
0.046
0.076
0.015
0.046
0.076
0.076
0.046
0.031
0.12
0
0.015
0.061
0.092
0.2
0.18
0.27
0.21
0.31
0.18
0.34
0.26
0.14
0.24
0.26
0.17
0.17
0.14
0.23
0.12
0.26
0.23
0.24
0.23
0
0.015
0
0
0
0
0
0.015
0
0
0
0
0
0
0
0
0.015
0
0
0
0.015
0.015
0
0
0.015
0.03
0.046
0
0.031
0.015
0
0.015
0.015
0
0
0
0.015
0.015
0
0.031
0.18
0.076
0.14
0.14
0.061
0.12
0.14
0.17
0.061
0.092
0.14
0.14
0.092
0.11
0.061
0.046
0.076
0.11
0.061
0.046
0
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.031
0.11
0.12
0.076
0.12
0.2
0.092
0.11
0.17
0.15
0.076
0.14
0.091
0.11
0.12
0.17
0.076
0.17
0.11
0.18
0.11
0
0
0
0
0
0
0
0
0.015
0
0
0
0
0
0
0
0.015
0
0
0
0
0
0
0
0
0
0
0.015
0
0
0
0.015
0
0
0
0
0
0
0
0
0
0
0.03
0
0
0
0
0
0.015
0
0.015
0.015
0
0
0
0.015
0.015
0.015
0.015
0.015
0
0.031
0
0
0
0.061
0.015
0.031
0
0.015
0
0.015
0
0
0.015
0
0
0.03
0.015
0.015
0.23
0.12
0.21
0.2
0.061
0.2
0.12
0.23
0.35
0.21
0.12
0.23
0.23
0.2
0.29
0.26
0.14
0.21
0.18
0.092
0
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015
0
0
0
0.015
0.031
0.015
0
0.031
0.015
0.03
0.076
0.015
0
0
0.031
0.015
0
0.031
0.015
0
0.031
0.031
0
0.015
0.046
0.11
0.015
0.076
0.076
0.076
0.031
0.076
0.076
0.046
0.076
0.076
0.076
0.11
0.11
0.076
0.015
0.031
0.015
0
0
0
0.031
0
0
0
0
0.061
0
0
0
0
0
0
0
0
0.015
0.031
0
0.046
0.092
0.046
0.015
0.046
0.015
0.076
0.015
0.031
0.031
0.076
0.031
0.031
0.031
0.076
0.061
0.061
0.076
0.031
0.076
0.076
0.18
0.15
0.015
0.061
0.14
0.092
0.17
0.092
0.12
0.12
0.12
0.061
0.11
0.12
0.076
0.061
0.12
0.076
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015
0
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.031
0
0
0
0
0
0.015
0
0
0.015
0
0
0
0
0
0.015
0.015
0.015
0.14
0.15
0.061
0.11
0.076
0.23
0.11
0.12
0.11
0.091
0.14
0.092
0.076
0.14
0.092
0.046
0.031
0.11
0.14
0.076
0
0
0
0
0
0
0
0
0
0
0
0
0.015
0
0.015
0
0
0
0
0
0.015
0.061
0.046
0.015
0.031
0.046
0.046
0
0.015
0.031
0.015
0.031
0.015
0.015
0.015
0.03
0.015
0.046
0
0.046
0
0
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015
0
0
0
0
0
0
0
0.015
0
0
0
0.015
0.046
0.17
0.11
0.14
0.076
0.12
0.17
0.12
0.11
0.12
0.12
0.091
0.092
0.11
0.15
0.17
0.11
0.14
0.14
0.076
0.015
0.03
0.046
0.015
0.031
0.015
0.015
0.015
0.061
0.015
0.046
0.031
0
0.061
0.015
0.061
0.031
0.061
0.015
0.046
0.015
0.076
0.092
0.076
0.031
0.031
0.015
0.061
0.11
0.015
0.015
0.031
0
0.046
0.061
0.061
0.061
0.046
0.061
0.046
0.14
0.12
0.076
0.092
0.12
0.15
0.092
0.17
0.12
0.17
0.076
0.2
0.14
0.092
0.18
0.031
0.11
0.12
0.092
0.076
0.031
0.031
0.031
0
0.061
0.061
0
0.046
0.031
0.046
0.015
0.031
0.031
0
0.031
0.076
0.015
0.03
0.015
0.031
0.061
0.061
0.031
0.061
0.031
0.076
0.061
0.046
0.031
0.076
0.031
0.046
0.031
0.015
0.076
0.046
0.046
0.046
0.076
0.031
0.11
0.11
0.046
0.12
0.12
0.092
0.14
0.14
0.076
0.15
0.2
0.046
0.11
0.17
0.15
0.2
0.17
0.15
0.12
0.23
0.061
0.061
0.031
0.061
0.015
0.046
0.031
0.031
0.03
0.046
0.046
0
0.061
0.031
0.031
0.046
0.076
0.046
0.031
0.046
0
0
0.015
0
0
0
0
0
0
0
0
0.015
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.092
0.12
0.076
0.076
0.046
0.031
0.076
0.046
0.076
0.046
0.046
0.061
0.031
0.046
0.046
0.061
0.076
0.18
0.015
0.061
0.24
0.14
0.17
0.3
0.2
0.27
0.31
0.15
0.21
0.23
0.2
0.18
0.17
0.14
0.14
0.14
0.27
0.18
0.21
0.17
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.031
0.031
0.031
0.015
0
0
0.03
0.015
0.015
0.015
0.031
0.031
0.015
0
0.061
0.015
0.031
0.031
0
0.015
0.015
0.031
0.031
0.061
0.046
0.031
0.015
0.092
0.015
0.046
0.046
0.061
0.076
0.076
0.031
0.046
0.092
0.046
0.031
0.031
0
0
0
0
0
0
0
0
0
0
0.031
0
0
0
0.015
0.015
0
0
0
0
0.031
0.015
0.031
0.015
0
0.015
0.015
0.015
0
0.031
0
0
0.015
0
0.015
0.015
0.046
0.015
0.015
0.031
0.015
0.031
0
0
0.031
0.015
0.015
0.061
0.031
0.031
0.076
0.031
0.046
0.061
0.061
0.046
0.031
0.061
0.046
0.015
0
0
0
0
0
0
0
0
0
0.015
0
0.015
0.015
0
0
0
0
0.031
0.015
0.015
0.061
0.031
0.015
0.11
0.061
0.015
0.015
0.015
0.031
0.031
0.015
0.031
0.046
0.031
0.03
0.031
0.046
0.076
0.031
0.031
0.15
0.092
0.11
0.061
0.061
0.061
0.076
0.12
0.17
0.076
0.12
0.076
0.046
0.061
0.092
0.12
0.2
0.076
0.14
0.092
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.031
0.015
0.031
0.031
0.015
0
0.03
0
0.046
0.046
0.031
0.015
0.015
0.015
0.015
0.031
0
0
0.031
0
0.015
0
0.015
0
0.015
0.015
0.031
0
0
0.046
0.031
0
0
0.015
0.031
0.015
0.046
0.015
0
0.076
0.046
0.092
0.061
0.031
0.046
0.046
0.046
0
0.046
0.046
0.046
0.11
0.061
0.046
0.031
0.046
0.092
0.061
0.092
0.12
0.2
0.12
0.18
0.076
0.12
0.2
0.092
0.076
0.15
0.076
0.21
0.11
0.18
0.14
0.15
0.11
0.11
0.15
0.17
0.03
0.031
0.015
0
0
0.076
0.015
0.046
0.031
0.031
0.031
0
0.031
0.031
0.061
0.031
0.015
0.046
0.03
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.046
0.046
0.092
0.061
0.046
0.076
0.046
0.046
0.031
0.015
0.061
0.046
0.046
0.061
0.11
0.11
0.015
0.12
0.061
0.046
0
0.015
0
0
0
0
0
0.031
0
0
0.015
0
0.015
0
0
0.015
0
0
0
0
0.14
0.12
0.12
0.092
0.15
0.15
0.15
0.076
0.092
0.14
0.12
0.061
0.11
0.14
0.15
0.12
0.14
0.092
0.2
0.15
0.015
0
0.015
0
0
0.015
0.046
0.031
0.031
0.015
0
0.015
0
0
0.031
0
0.015
0.015
0.015
0
0
0
0.015
0
0
0.015
0
0
0
0
0
0.015
0
0
0
0
0.015
0
0
0
0
0.031
0.015
0
0.046
0.015
0.015
0
0
0
0
0
0.015
0.015
0.015
0.031
0
0.015
0.015
0.015
0.046
0
0.061
0.031
0.046
0.031
0.046
0.031
0.046
0.03
0.11
0.046
0.015
0.091
0.061
0.031
0.046
0.015
0.076
0.076
0
0
0.015
0
0
0
0
0
0
0.031
0
0.015
0
0
0
0
0
0
0.015
0.015
0.015
0.015
0.046
0.046
0.076
0.046
0.061
0.046
0.015
0.046
0.061
0.015
0
0.015
0.015
0.015
0.046
0.031
0.031
0.061
0.046
0.015
0.015
0.046
0.076
0.015
0.015
0.076
0.031
0.046
0
0.046
0.015
0.031
0.015
0.076
0.046
0
0.046
0.046
0.14
0.061
0.11
0.061
0.061
0.061
0.076
0.046
0.046
0.031
0
0.061
0.076
0.076
0.061
0.031
0.015
0.061
0.046
0.015
